Source,Target,Weight
交通,约,5
交通,315121928,6
交通,利用,8
交通,图,5
交通,神经网络,9
交通,因果,13
交通,推理方法,7
交通,优势,7
交通,旨在,15
交通,差及,9
交通,解释性,7
交通,HSTNNHCDECE,8
交通,异质,4
交通,时空图,5
交通,HSTNN,3
交通,区分,2
交通,节点,1
交通,矩阵,1
交通,量化,9
交通,实体,5
交通,决策,11
交通,Acc,4
交通,MacroF1,5
交通,达到,4
交通,938,3
交通,893,2
交通,时间,1
交通,可信性,1
交通,依次,4
交通,动作,5
交通,意图,6
交通,生成,13
交通,符合,17
交通,适用,13
交通,城市,23
交通,轨道交通,9
交通,隧道,5
交通,建造,1
交通,综合利用,5
交通,多源,7
交通,公共安全,8
交通,地理信息系统,6
交通,GIS,5
交通,知识,4
交通,图谱,5
交通,早期,1
交通,社会,1
交通,手段,8
交通,双重,12
交通,困境,23
交通,碳,2
交通,减排,1
交通,工程化,8
交通,摘要,4
交通,特性,8
交通,信息处理,8
交通,架构,13
交通,执行,2
交通,一致性,3
交通,均,5
交通,优异,6
交通,稳定性,7
交通,不断,1
交通,界面,1
交通,流程化,2
交通,正多,5
交通,传感器,26
交通,保障系统,6
交通,可靠性,4
交通,整合,6
交通,异构,6
交通,优势互补,4
交通,局限,9
交通,具体,3
交通,交通拥堵,7
交通,摆脱,15
交通,仅,9
交通,需,7
交通,名,7
交通,工作人员,5
交通,控制中心,3
交通,完成,2
交通,24,5
交通,2026,5
交通,数据安全,6
交通,论坛,9
交通,温州,9
交通,博园,9
交通,国际会议中心,9
交通,举行,9
交通,现场,9
交通,围绕,25
交通,工程技术,32
交通,展开,26
交通,市中心,4
交通,城区,3
交通,跨江,3
交通,大桥,3
交通,概况,5
交通,管理模式,6
交通,点明,4
交通,紧迫性,6
交通,详细,11
交通,五大,7
交通,核心技术,7
交通,最后,12
交通,评估,7
交通,成效,6
交通,桥梁,8
交通,城市道路,7
交通,信息,16
交通,重要性,6
交通,明确,7
交通,科学,5
交通,平台,48
交通,意义,4
交通,分层,5
交通,剖析,7
交通,层,11
交通,网络层,4
交通,应用层,2
交通,五层,2
交通,架构设计,8
交通,层级,5
交通,支撑,6
交通,山西省,8
交通,功能定位,4
交通,经验,5
交通,展望未来,4
交通,即时,3
交通,交通指挥,5
交通,力,7
交通,数以万计,8
交通,遍布,7
交通,仅凭,5
交通,人眼,4
交通,观察,4
交通,事故,2
模型,参,8
模型,数量,7
模型,问题,18
模型,提出,26
模型,一种,6
模型,改进,30
模型,YOLO11s,16
模型,模块,8
模型,MFEM,2
模型,集成,29
模型,形状,4
模型,注意力,6
模型,特征,58
模型,交互,36
模型,机制,28
模型,扩大,16
模型,阶段,7
模型,感受,14
模型,野,14
模型,增强,38
模型,模型,69
模型,不同,20
模型,尺度,17
模型,提取,12
模型,能力,29
模型,设计,33
模型,全局,12
模型,局部,3
模型,双向,7
模型,实验,28
模型,结果表明,28
模型,算法,40
模型,PmAP50,5
模型,达到,12
模型,425,8
模型,259,10
模型,基准,16
模型,PmAP5095,4
模型,相比,17
模型,提升,50
模型,35,12
模型,25,12
模型,参数,12
模型,量减少,10
模型,138,8
模型,证明,9
模型,有效性,11
模型,决策,13
模型,层面,5
模型,自然,3
模型,驾驶,26
模型,数据,77
模型,车辆,61
模型,意图,16
模型,识别,22
模型,构建,67
模型,结合,22
模型,交叉口,10
模型,拓扑,6
模型,生成,16
模型,分支,4
模型,候选,5
模型,轨迹,27
模型,建立,11
模型,概率,1
模型,冲突,2
模型,及三车,2
模型,扩展,3
模型,场景,42
模型,验证,45
模型,进行,62
模型,分类,8
模型,准确率,7
模型,达,28
模型,9584,5
模型,宏,4
模型,平均,43
模型,F1,4
模型,值为,3
模型,0955,2
模型,IRAEB,1
模型,利用,12
模型,上下文,3
模型,信息,9
模型,学习,35
模型,点,6
模型,运动,13
模型,状态,30
模型,掩码,4
模型,习得,8
模型,内在,6
模型,物理,9
模型,规律,5
模型,出,3
模型,包含,4
模型,误差,42
模型,抗噪性,2
模型,平滑,3
模型,度上,4
模型,显著,15
模型,传统,23
模型,几何,6
模型,匹配,7
模型,生成式,8
模型,优于,19
模型,敏感性,14
模型,分析,20
模型,量化,34
模型,揭示,8
模型,125,8
模型,m,18
模型,150,8
模型,感知,44
模型,重叠,8
模型,区为,8
模型,性能,20
模型,拐点,6
模型,可为,5
模型,路侧,4
模型,雷达,5
模型,系统,10
模型,工程,2
模型,部署,2
模型,总,1
模型,疏散,19
模型,时间,41
模型,协同,33
模型,动态,34
模型,优化,33
模型,地空,24
模型,联合,9
模型,分流,9
模型,比例,9
模型,路,9
模型,径流量,9
模型,分配,9
模型,元胞,9
模型,传输,9
模型,CTM,8
模型,刻画,7
模型,交通流,19
模型,演化过程,4
模型,载客,1
模型,交替,2
模型,方向,3
模型,乘子法,4
模型,A,5
模型,分解,5
模型,快速,9
模型,求解,11
模型,DMM,4
模型,最后,29
模型,Sioux,11
模型,Falls,11
模型,路网,28
模型,中,43
模型,效率,8
模型,单一,1
模型,热,1
模型,影响,12
模型,PhysicsInformed,5
模型,Neural,6
模型,NetworkPINN,7
模型,能耗,16
模型,神经网络,48
模型,纵向,7
模型,动力学,6
模型,基础,10
模型,引入,30
模型,驱动,26
模型,制动,3
模型,能量,2
模型,回收,1
模型,下层,1
模型,采用,41
模型,S,3
模型,型,4
模型,曲线,5
模型,车速,14
模型,计算,14
模型,最优,15
模型,节能,6
模型,引导,14
模型,策略,9
模型,驰,29
模型,工况,6
模型,前,6
模型,智能,29
模型,车,4
模型,Intelligent,12
模型,Driver,12
模型,ModelIDM,12
模型,安全,12
模型,边界,15
模型,预测,173
模型,控制,10
模型,Model,8
模型,Predictive,6
模型,ControlMPC,4
模型,滚动,5
模型,重,4
模型,规划,25
模型,实现,23
模型,E1E3,3
模型,采集,18
模型,开展,5
模型,结果显示,7
模型,所提,8
模型,三类,8
模型,ADE,4
模型,071mFDE,5
模型,148m,4
模型,SocialLSTMSGCN,1
模型,时序,9
模型,建模,10
模型,关键,6
模型,贡献,7
模型,本文,13
模型,整体,4
模型,能够,9
模型,有效,15
模型,复杂,21
模型,行人,3
模型,趋势,10
模型,调制,1
模型,AHM,3
模型,对齐,4
模型,空间,11
模型,序列,8
模型,Mamba,8
模型,选择性,6
模型,门控,4
模型,融合,15
模型,损失,16
模型,最小化,10
模型,相同,3
模型,大类,4
模型,细粒度,5
模型,分数,6
模型,方差,7
模型,子类,4
模型,符合,7
模型,层级,6
模型,结构,11
模型,分布,5
模型,类间,3
模型,FNVID,3
模型,集上,12
模型,YOLOv8,5
模型,框架,25
模型,YOLOv8AHM,11
模型,mAP50,13
模型,932mAP5095,11
模型,887,11
模型,基线,21
模型,23,9
模型,28,7
模型,百分点,5
模型,可视化,5
模型,进一步,14
模型,方法,31
模型,聚焦,7
模型,底层,1
模型,逻辑,2
模型,重构,29
模型,发展,5
模型,路径,10
模型,大会,7
模型,行业,4
模型,载体,7
模型,语言,13
模型,大模,4
模型,车路,11
模型,技术,21
模型,加快,2
模型,适用,2
模型,路口,9
模型,调度,13
模型,窗,8
模型,跨,17
模型,通行,5
模型,冲突检测,4
模型,速度,7
模型,调整,5
模型,芯片,1
模型,具有,11
模型,认知,17
模型,功能,5
模型,YOLOv11,8
模型,关键部件,11
模型,实时,37
模型,知识库,15
模型,DeepSeekR1,15
模型,蒸馏,16
模型,Qwen3,16
模型,完成,12
模型,推理,10
模型,问答,10
模型,建,8
模型,现实,4
模型,Augmented,2
模型,RealityAR,1
模型,探究,1
模型,延时,7
模型,对系统,3
模型,特性,8
模型,现有,6
模型,ACC,7
模型,控制指令,6
模型,项,4
模型,运用,5
模型,传递函数,3
模型,分析法,2
模型,推导,1
模型,上述,1
模型,面向,4
模型,密集,18
模型,Dense,13
模型,Vehicle,11
模型,RealTime,15
模型,Detection,14
模型,Transformer,56
模型,RTDETRDV,8
模型,变换器,6
模型,RTDETR,8
模型,异构,7
模型,漏检,13
模型,尺寸,4
模型,MultiScale,1
模型,提高,1
模型,区分度,3
模型,加速,8
模型,训练,34
模型,收敛,7
模型,函数,5
模型,BITV,3
模型,城市,8
模型,信号,3
模型,状态机,1
模型,描述,2
模型,行为,8
模型,混合,12
模型,整数,12
模型,二次,7
模型,用于,8
模型,CAV,11
模型,行程,4
模型,油耗,2
模型,最大化,1
模型,渗透率,1
模型,自变量,2
模型,因变量,5
模型,AV,5
模型,HV,6
模型,变道,8
模型,选取,6
模型,搭建,8
模型,SUMO,6
模型,Python,5
模型,自动化,4
模型,仿真,6
模型,平台,4
模型,获取,3
模型,多种,14
模型,因素,16
模型,将致,3
模型,堵,16
模型,指标,36
模型,输入,4
模型,输出,11
模型,极限,11
模型,梯度,9
模型,XGBoost,11
模型,拥堵,10
模型,关系,14
模型,沙普利,5
模型,加法,4
模型,解释,5
模型,SHAP,4
模型,无需,1
模型,三维,6
模型,标注,3
模型,弱,4
模型,监督,5
模型,适应性,4
模型,实用性,5
模型,稀疏,4
模型,点云,3
模型,补全,2
模型,交通流量,37
模型,循环,9
模型,卷积,12
模型,划分,11
模型,图,46
模型,类型,17
模型,重点,14
模型,优缺点,10
模型,再次,11
模型,经典,8
模型,集,14
模型,展示,2
模型,MambaHiLoGCN,1
模型,各项,2
模型,评价,3
模型,上均,5
模型,18,6
模型,种,7
模型,包括,8
模型,HAARIMALSTMGRUCNNDCRNNGMANTGCNSTGCNASTGCNSTSGCNAGCRNSTGODESTCGCNBiSTATASTMGODEASTTN,7
模型,DDGformer,6
模型,鲁棒性,7
模型,方面,6
模型,相位,3
模型,adaptive,5
模型,cruise,6
模型,control,7
模型,CACCcooperative,4
模型,时空,8
模型,约束,7
模型,CAVsconnected,5
模型,and,4
模型,automated,5
模型,vehicles,4
模型,固定,1
模型,配时,2
模型,D3QN,5
模型,排队,12
模型,长度,6
模型,均,9
模型,有所,1
模型,统计分析,5
模型,长短期,6
模型,记忆,7
模型,网络,11
模型,s,8
模型,窗内,6
模型,碰撞,5
模型,风险,9
模型,表征,3
模型,操作,8
模型,复杂性,5
模型,熵,10
模型,不确定性,4
模型,率,7
模型,降低,15
模型,3007,5
模型,误报率,4
模型,4245,4
模型,提前,2
模型,预警,11
模型,3684,1
模型,补充,7
模型,波动性,4
模型,危险,8
模型,稳定性,4
模型,辅助,5
模型,环境,3
模型,行驶,4
模型,里程,5
模型,综合,7
模型,适应,11
模型,邻域,9
模型,搜索,7
模型,变,5
模型,广大,1
模型,科技,2
模型,工作者,3
模型,基础设施,5
模型,灾害,4
模型,延寿,7
模型,增韧,6
模型,深入研究,4
模型,取得,3
模型,丰硕成果,2
模型,积极响应,1
模型,攻击能力,1
模型,兼顾,3
模型,可用性,4
模型,攻击,24
模型,涵盖,4
模型,对抗,8
模型,集将,6
模型,预,11
模型,攻击者,10
模型,纳入,5
模型,未,6
模型,见,7
模型,泛化,22
模型,防护,7
模型,效果,6
模型,残差,9
模型,扰动,3
模型,原始,1
模型,条件,1
模型,提,2
模型,拉普拉斯,4
模型,差分,5
模型,增大,6
模型,主流,7
模型,隐私,4
模型,以多,6
模型,相对,3
模型,变化,2
模型,衡量,1
模型,考虑,1
模型,因果,8
模型,推理方法,5
模型,优势,5
模型,旨在,8
模型,解决,7
模型,面临,5
模型,差及,4
模型,解释性,4
模型,不足,4
模型,HSTNNHCDECE,5
模型,违法,13
模型,异质,7
模型,时空图,6
模型,HSTNN,4
模型,区分,11
模型,节点,4
模型,异,2
模型,质子,1
模型,实体,1
模型,真实,4
模型,Acc,8
模型,MacroF1,7
模型,938,6
模型,893,6
模型,定位,8
模型,51,6
模型,帧,6
模型,专用,10
模型,UADETRAC,10
模型,表明,10
模型,良好,7
模型,用户,4
模型,反,4
模型,事实,3
模型,定量,2
模型,评估,1
模型,应急,2
模型,综合利用,5
模型,公共安全,8
模型,多源,15
模型,地理信息系统,8
模型,GIS,7
模型,知识,6
模型,图谱,5
模型,关键技术,4
模型,早期,3
模型,城市交通,1
模型,变革,3
模型,潜力,4
模型,人工智能,9
模型,探索,8
模型,低碳,5
模型,减排,4
模型,保障,1
模型,照明,12
模型,运行,2
模型,需求预测,8
模型,分,7
模型,时分,5
模型,控制策略,3
模型,Microsoft,1
模型,Excel,2
模型,体验,4
模型,编辑器,5
模型,表单,4
模型,T5,8
模型,SQL,6
模型,引擎,4
模型,应用层,5
模型,提供,4
模型,图形化,3
模型,界面,1
模型,重要性,1
模型,阐述,2
模型,应用,8
模型,价值,5
模型,实时性,8
模型,明确,4
模型,系统集成,6
模型,性,4
模型,四大,5
模型,原则,3
模型,高清,1
模型,摄像头,2
模型,地磁,3
模型,传感器,4
模型,体系,10
模型,选用,12
模型,LSTM,12
模型,高精度,12
模型,边缘,6
模型,层,4
模型,传输层,2
模型,云,1
模型,公路,10
模型,隧道,10
模型,补偿,4
模型,统计,5
模型,特征分析,4
模型,原始数据,5
模型,客车,3
模型,货车,2
模型,两类,5
模型,秦岭,3
模型,终南山,4
模型,小时,5
模型,流量,15
模型,测试,7
模型,总体,7
模型,连续,9
模型,深度,7
模型,方根,6
模型,4229566,6
模型,pcu,8
模型,加权,8
模型,绝对,6
模型,百分比,6
模型,418106,7
模型,6428784,7
模型,pcu657108,6
模型,34203637,3
模型,消融,2
参,数量,8
参,问题,7
参,提出,6
参,一种,5
参,改进,4
参,YOLO11s,5
参,算法,1
数量,问题,8
数量,提出,7
数量,一种,6
数量,改进,5
数量,YOLO11s,4
数量,算法,6
数量,空间,1
数量,聚类,2
数量,DBSCAN,3
数量,分割,5
数量,区域,5
数量,点云,17
数量,设计,7
数量,感兴趣,4
数量,投影,8
数量,重叠,7
数量,度,6
数量,评分,5
数量,机制,4
数量,实现,5
数量,鲁棒,2
数量,筛选,1
问题,提出,114
问题,一种,77
问题,改进,9
问题,YOLO11s,5
问题,算法,3
问题,下因,1
问题,车辆,52
问题,机动,4
问题,意图,11
问题,而易,5
问题,出现,10
问题,漏,7
问题,触发,8
问题,确定,4
问题,识别,13
问题,AEB,4
问题,控制策略,5
问题,intention,4
问题,recognition,3
问题,automatic,2
问题,emergency,1
问题,光照,1
问题,变化,2
问题,姿态,3
问题,差异,4
问题,遮挡,24
问题,性能,7
问题,下降,8
问题,导致,4
问题,轻量级,7
问题,模态,11
问题,融合,17
问题,框架,11
问题,MMASTFL,5
问题,核心,4
问题,创新,3
问题,体现,2
问题,三重,1
问题,雷达,1
问题,感知,15
问题,网络,19
问题,中,39
问题,普遍存在,5
问题,时空,11
问题,异步,6
问题,环境噪声,7
问题,干扰,8
问题,传感器,4
问题,物理,6
问题,特征,24
问题,增强,4
问题,跨域,5
问题,轨迹,4
问题,重构,10
问题,研究,27
问题,等待,1
问题,时,2
问题,纯,3
问题,电动,4
问题,公交车,5
问题,区域,7
问题,行驶,6
问题,能耗,7
问题,高,8
问题,交叉口,19
问题,车路,12
问题,协同,8
问题,环境,10
问题,节能,4
问题,车速,3
问题,引导,2
问题,方法,15
问题,细粒度,1
问题,面临,6
问题,层次化,9
问题,难,5
问题,缺乏,6
问题,类内,7
问题,约束,8
问题,关联,4
问题,适应,10
问题,调制,4
问题,构建,4
问题,包含,3
问题,自行车,2
问题,及多类,1
问题,存在,28
问题,密集,18
问题,尺度,16
问题,漂移,5
问题,畸变,5
问题,域,7
问题,偏移,8
问题,透视,4
问题,高精度,8
问题,带来,17
问题,挑战,16
问题,聚焦,4
问题,智能,48
问题,场景,30
问题,无人机,2
问题,航拍,1
问题,偏离,1
问题,数据,15
问题,覆盖,3
问题,均衡,4
问题,跨,5
问题,泛化,5
问题,能力,15
问题,不足,28
问题,瓶颈,8
问题,未来,8
问题,方向,6
问题,进行,7
问题,展望,4
问题,探讨,5
问题,数字,4
问题,经济,3
问题,交通运输业,2
问题,深度,8
问题,单,1
问题,交叉路口,6
问题,调度,15
问题,难以,18
问题,满足,5
问题,联动,5
问题,控制,11
问题,实际,18
问题,需求,8
问题,V2I,6
问题,通信,5
问题,通行,4
问题,适用,1
问题,系统,30
问题,应用,28
问题,人机交互,6
问题,不便,7
问题,上述,21
问题,设计,24
问题,边缘,6
问题,计算,5
问题,驱动,4
问题,交互,5
问题,检修,2
问题,辅助,2
问题,不可,3
问题,信且,4
问题,现有,12
问题,易,5
问题,引发,6
问题,信誉,10
问题,贬值,8
问题,区块,6
问题,链,5
问题,评估,2
问题,交通流,4
问题,中常会,5
问题,重叠,16
问题,新,11
问题,问题,4
问题,面向,21
问题,实时,1
问题,变换器,1
问题,RealTime,2
问题,Detection,7
问题,Transformer,4
问题,RTDETR,5
问题,异构,10
问题,漏检,8
问题,引入,8
问题,尺寸,7
问题,MultiScale,4
问题,Vehicle,9
问题,MSVD,3
问题,模块,2
问题,更好,7
问题,提取,2
问题,不同,4
问题,处理,16
问题,分离,4
问题,Dense,5
问题,Feature,3
问题,Separation,2
问题,DVFS,1
问题,城市,8
问题,轨道交通,2
问题,高频,3
问题,接驳,4
问题,滞后,6
问题,资源,7
问题,失衡,8
问题,文章,16
问题,站,5
问题,一体化,4
问题,增设,3
问题,分布式,4
问题,小脑,5
问题,就近,5
问题,解决,26
问题,延迟,8
问题,减轻,8
问题,云端,6
问题,负担,5
问题,更,4
问题,实验室,5
问题,走向,4
问题,产业,3
问题,落地,2
问题,成为,6
问题,突发事件,1
问题,扰动,8
问题,背景,10
问题,行为,9
问题,风险,9
问题,演化,6
问题,动态性,7
问题,安全,11
问题,不确定性,4
问题,系统性,8
问题,进一步,7
问题,凸显,13
问题,开放,5
问题,未知,6
问题,低成本,6
问题,无需,5
问题,三维,6
问题,标注,5
问题,弱,4
问题,监督,3
问题,复杂,2
问题,实用性,5
问题,稀疏,7
问题,点云,10
问题,补全,14
问题,适应性,4
问题,转化,8
问题,任务,5
问题,单目,5
问题,红绿蓝,4
问题,RGB,3
问题,图像,2
问题,感兴趣,1
问题,筛选,4
问题,伪点,5
问题,云,6
问题,拖,7
问题,尾,8
问题,缓解,4
问题,卡尔斯鲁厄,8
问题,理工学院,7
问题,丰田,6
问题,工业,5
问题,大学,4
问题,KITTI,5
问题,集上,3
问题,试验,1
